Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"i'm so happy goodbye to a world became one of the more beloved songs on Worlds - it was always one of my favorites and it always meant a ton to me. thank you! 

i'm releasing a new album called Nurture, and there’s three songs out so far. of those, i think people who find themselves here might like the song Something Comforting: https://youtu.be/IGrhyOtikQ0",UgzJ7CAbaGwFotyMtKt4AaABAg,500,79609
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"This song literally sounds like someone or something’s last breath

It’s absolutely gorgeous",UgwKE5TB4EG06eFxmWZ4AaABAg,48,13006
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,The fact that a vocaloid can touch people's feelings is amazing,Ugz_9tXmgD4QNK8YdcJ4AaABAg,9,879
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"“It’s the end of the world, don’t blame yourself.”

This is a line that hits hard when you’re feeling depressed, like me, depression is just, it feels like I’m at fault for everything, even though I didn’t do anything. I did nothing, but I put myself as the person responsible, for no reason. It’s truly the end for some. Goodbye to some, I’m not killing myself, I’m just leaving a few things untouched for a while…",UgzaMOMRg1V01eiSzZN4AaABAg,11,558
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,everybody understands this song in their own way and that's something incredible,Ugy22qkhZFvW5gq7npx4AaABAg,8,552
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"No matter how I come to this song, whether I’m crying my eyes out, thinking about my future, what I can possibly do to improve myself to not feel so inadequate. I always get goosebumps and chills, because this song somehow connects deeply to me and lets me get out all my feelings, calming myself, so I can want to remain on this planet. It’s truly amazing what music can do for you.",Ugw22e4xDGWdTn_V53l4AaABAg,3,249
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"This guy saved lives. He saved months, even years of people’s lives just for the audio he’s made. He truly is the best.",UgxPec28PyG4GlhSUuV4AaABAg,50,7746
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,I don't know why but it gave me a huge nostalgic feeling,Ugwi0CLiB__02k4-NoZ4AaABAg,4,186
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,My little brother passed away from drowning in a pool He Was 3 years my mom as Well from heart conditions i Will always remember them hearing this song it warms up my heart,UgxBomKobGG5kkx1bYx4AaABAg,11,112
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Salute to all of the people who are having a hard time in life right now, adulthood, loss of a family member, casualty that keeps you up at night, or just suicidal thoughts. People come to this song in hard times, Us people in the comments are here for you if you're sad.",UgxuclTOtkMFV8FZvuN4AaABAg,5,198
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,You know a song is a masterpiece when you see people tell sad events in their life in the comments to relate to the song. Truly a masterpiece indeed.,UgzQtBWcqiCMSZ3bXY94AaABAg,0,10
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,This song makes me want to have a conversation with my younger self.,UgxEjU2CZ8avpmvgmR14AaABAg,237,22484
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Lyrics:Thank you, I'll say goodbye soon
Though its the end of the world,
Don't blame yourself now
And if its true,
I will surround you and give life to a world
That's our own

Thank you, I'll say goodbye now
Though its the end of the world,
Don't blame yourself
And if its true,
I will surround you and give life to a world
That's our own

Thank you, I'll say goodbye soon
Though its the end of the world, don't blame yourself now
And if its true,
I will surround you and give life to a world
That's our own

Thank you, I'll say goodbye now
Though its the end of the world, don't blame yourself
And if its true,
I will surround you and give life to a world
That's our own",UgwKxIR0vOwwcFt4Q2R4AaABAg,0,12
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"A lot of people are saying this song is about dying or a person dying and being happy, and maybe in some ways it is. For me, the song more feels like it's about transitional periods in life. Moving from one life role or period to another, and being ready and optimistic for the next part of your life. Enjoying the experiences you had, the people who helped you through it, but still able to move on and grow.",UgzO23RdY38RL0Z43xd4AaABAg,0,125
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"This song just sounds so abstract as if it's trying to express all the things you could never put into words. 
Like a film reel.
I once heard a 7 minute flashback of your life occurs in the brain after you are clinically dead. 
This would totally make a awesome soundtrack for that.",UgwiIPS2TUTPsLwkm3F4AaABAg,2,32
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"""my battery is low, and it's getting dark""
- the opportunity rover",UgwvuTNjrqq-aYNWXL14AaABAg,1,62
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Damn, this was such a good final song for the ending.
When it's over, it gives such an eerie feeling.
Worlds is truly a masterpiece ",Ugggih-I7z82ZngCoAEC,69,15771
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"""We will be friends to the end no matter what""
""Yes sir""
""To the end and back""
""Come guys let's get this dub for the boys""
*Last need 20 years ago*",UgxUinEGwuNXZYmq7RN4AaABAg,3,132
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Like a lot of people say, this makes me feel an emotion that doesn't exist",Ugy7NBrXX8p379B0VTB4AaABAg,2,67
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"I'm listening to this song for the first time ever and am wondering to myself the question ""how the hell haven't I heard this masterpiece at all in these past 7 years?""",Ugytqd86SRL7J1MNNzF4AaABAg,2,9
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"This brings me image of broken android, laying on the ground and repeating this song before last functions ceased on her broken body, shutting last speck of light that once shine on androids eyes... Yet at the end of the song, android had small smile on her face, like gaining something no one ever thought machine could achieve...",UgyQXHmHyTumzlWN2DN4AaABAg,2,26
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,this feels like playing a old game and you go on multiplayer but there is no-one,Ugwa2LhrEDZe8KeN9Th4AaABAg,497,25042
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Shout out to the person in this comment section from years ago who said, and i quote, ""if he ends one of his concerts with goodbye to a world I'm gonna cry"" 

He did it. Just a few minutes ago he did it. I'm crying too, friend.",Ugy-UBc3nY0tYg1NCMJ4AaABAg,0,21
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Idk why but when I listen to this song I get this feeling of complete nothingness. It just makes me realize how big the universe and how small I am, and how I don’t really matter. Not in a depressing way, but just in general.",Ugxh9rbt_v3xRe6kb654AaABAg,5,44
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"It's sure been a while since I've first seen this and reveled in it's glory. 
Here's a big thanks to Porter Robinson for this and many other impactful masterpieces!",UgyDBCGT9-ZXO1QpMO14AaABAg,0,16
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"“Yeah, I’ll cya tomorrow man!”
“Cya.”

*6 years later*

“______ Started A Call.”",UgwISPHOkub-qrFLVy54AaABAg,6,170
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,The saddest part of life is when the person who gave you memories becomes a memory.,UgzWF0utsG9eAseucvB4AaABAg,302,13309
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"lyrics be like: 
Thank you, I'll say goodbye soon
Though its the end of the world,
Don't blame yourself now
And if its true,
I will surround you and give life to a world
That's our own
Thank you, I'll say goodbye now
Though its the end of the world,
Don't blame yourself
And if its true,
I will surround you and give life to a world
That's our own
Thank you, I'll say goodbye soon
Though its the end of the world, don't blame yourself now
And if its true,
I will surround you and give life to a world
That's our own
Thank you, I'll say goodbye now
Though its the end of the world, don't blame yourself
And if its true,
I will surround you and give life to a world
That's our own",UgzqVuUrwjx12facvEJ4AaABAg,0,3
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Came back a year later to listen to this masterpiece again, and when that one note hit I started tearing up so hard 😭",Ugy0y7mJzyDRRqg0uwF4AaABAg,1,16
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,Que Hermosa Musica,UgxY0wcUhZx3_qAUvBh4AaABAg,1,27
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,This is a perfect mix of sad and beautiful,Ugygc6duhs9PQxwxU5t4AaABAg,0,35
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,This song makes me want to apologize to the child I once was.,UgzRg0REe9Ivq_I7RLF4AaABAg,143,19368
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"Im getting such weird chills at that moment, normally i get them sometimes with different songs too but int this case they are constant, they dont come and go straight away",UgzutuquKt0KOom3UJ14AaABAg,0,2
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"This song actually makes me feel better about myself since one of my best friends who I actually mange to keep for 3 years stopped texting me and moving on with her life.I used to be suicidal and she would help me along with my other bestie. I wish she would text me back since I have no friends in my current school and my other friends go to other schools.

Edit: 🥔",UgwV9ADXO0VD-OICj6R4AaABAg,2,40
PorterRobinsonVEVO,Porter Robinson - Goodbye To A World (Official Audio),download 'Worlds': http://smarturl.it/WorldsAlbum?IQid=YT.goodbye order the 'Worlds' collector's edition: http://smarturl.it/WORLDSVinylCD?IQid=YT.goodbye ...,W2TE0DjdNqI,"I can’t believe it’s been 7 years. It feels like yesterday when I’ve only found out about Porter Robinson and his songs.

Time goes so fast- I can’t- I just can’t 😭😭",UgyjC_B83G3JaWVYdbB4AaABAg,0,5
