Video ID,Comment ID,comments,Likes
Jkj36B1YuDU,Ugxodkev5rY-0CC-P8R4AaABAg,If  you're  listening  to  this  in  2021  you're  a  fucking  legend,9769
Jkj36B1YuDU,UgxyvNwsnImdY2TFLhh4AaABAg,If  someone  gave  you  the  option  to  take  back  that  love  you  had  with  your  person    would  you  do  it    All  the  sleepless  nights    the  laughs    the  cries    the  conversations    the  fights    everything    Would  you  take  it  all  back        If  you  said  yes  you  didn't  love  them    Love  is  when  it's  worth  it  in  the  moment  no  matter  how  hurtful  it  was  when  you  fell  out  of  it  ,0
Jkj36B1YuDU,Ugxzjh-Ldt5ggP9zmB54AaABAg,Same  here  man    I  finally  found  my  love    I  m  at  my  peak  of  happiness  that  I  ve  ever  been    It  s  finally  real      ,2
Jkj36B1YuDU,UgzB7nOg7h9BNzjoSKh4AaABAg,I  came  here  every  day  and  just  crying  I  hope  a  better  life  to  me  in  the  future    3,22
Jkj36B1YuDU,UgwAmKoBLxiSuNFW1Kx4AaABAg,this  is  a  very  excellent  song      I'm  ready  to  listen  to  it  always      My  most  favorite        ,2
Jkj36B1YuDU,UgxLzNdQkvG3lot1kER4AaABAg,Listen    I'm  proud  of  you  for  waking  up    I'm  proud  of  you  for  brushing  your  hair    I'm  proud  of  you  for  blinking    I'm  proud  of  you  for  breathing    I'm  proud  of  you  for  making  your  bed    I'm  proud  of  you  for  eating    I'm  proud  of  you  for  TRYING  to  eat    I'm  proud  of  you  for  drinking  water  I'm  proud  of  you  for  being  here      I'm  proud  of  you  for  being  you    I'm  proud  of  you  for  smiling    I'm  proud  of  you  for  continuing  on  even  when  things  are  difficult  for  you    I'm  proud  of  you  for  standing  up    I'm  proud  of  you  for  blinking    I'm  proud  of  you  for  brushing  your  teeth    I'm  proud  of  you  for  standing  up    I'm  proud  of  you  for  sitting  down    I'm  proud  of  you  for  defending  yourself      I'm  proud  of  you  for  believing  in  yourself  I'm  proud  of  you  for  simply  trying    YOU'RE  BEAUTIFUL  ,1798
Jkj36B1YuDU,UgzCug9VZyU3nEKHKvV4AaABAg,I've  already  used  up  all  my  tears    I  look  forward  to  using  my  happy  ones  though  ,1
Jkj36B1YuDU,UgyobbXs1l1yvL0Pzx54AaABAg,Nice  song  ,2
Jkj36B1YuDU,UgzFkSKRL9jjqGE7YrJ4AaABAg,I  love  this  song,0
Jkj36B1YuDU,Ugx-65XupIHO3yYRG4l4AaABAg,This  song  is  the  most  amazing  song  i  have  ever  lisend,3
Jkj36B1YuDU,UgwjNGwWs6asNRz3Zhh4AaABAg,Songs  aren't  sad    our  feelings      troughts  and  memories  make  it  sad  ,877
Jkj36B1YuDU,Ugxv9khS39IVQj40RZB4AaABAg,Its  November  Of  2021  Now    Lets  See  How  Many  People  Are  Listening  To  This  Masterpiece,20
Jkj36B1YuDU,Ugy04UWNxAkVkwIiJJV4AaABAg,it  s  crazy  how  we  re  all  listening  to  the  same  song  but  thinking  of  someone  different  ,7633
Jkj36B1YuDU,UgyYH0lD8_sQbThhact4AaABAg,I'm  aro  so  I  don't  relate  to  this  song  that  way  but  I  relate  to  it  through  families    I'm  having  trouble  with  my  current  family  and  need  to  cry  but  all  my  tears  have  been  used  up  from  so  much  crying  for  my  biological  family  ,2
Jkj36B1YuDU,UgyiT09SL5jv7fGVE094AaABAg,This  song  goes  hard  in  a  sad  way,1
Jkj36B1YuDU,UgwZXc_4hSJZGPr9O_h4AaABAg,always  and  forever  listening  to  this  tune    who  else  in  2021,3
Jkj36B1YuDU,UgwEkqvLJnCwU84Z0bh4AaABAg,it  hits  different  when  you  know  the  lyrics,0
Jkj36B1YuDU,UgwdfilKzv2QUGPKPlh4AaABAg,  I  wanna  cry      I  wanna  learn  to  love    I  relate  to  both  of  those  lyrics,2921
Jkj36B1YuDU,UgxfpzjRaWPY50XgMV94AaABAg,I  hope  one  day  I  find  it  and  every  time  I  think  I  found  it  my  heart  won't  break  again,1
Jkj36B1YuDU,Ugzbz--GmwvM56YzQ914AaABAg,Is  it  only  me  or  this  song  reminds  you  of  when  you  were  in  a  dark  place  ,0
Jkj36B1YuDU,Ugz9CtW5wMA_SeLSn-J4AaABAg,That's  great  ,0
Jkj36B1YuDU,Ugwnwh0XSwh1XysIJ9F4AaABAg,At  this  point  I  m  not  scared  of  dying  I  just  want  to  rest  in  peace,2797
Jkj36B1YuDU,UgxdhevY5D14bYaOXVl4AaABAg,I  never  cried  so  damn  much  while  listening  to  songs    But  this  on  is  something  different    I  thaught  I  was  going  to  pass  out  how  hard  I  cried    I  am  crying  right  now  because  this  song  is  sometuing  magical    I  can  relate  to  every  sentence  in  this  song  ,1
Jkj36B1YuDU,Ugw2S2BlKh6S9QHFD354AaABAg,The  melody  is  beautiful,0
Jkj36B1YuDU,UgwINDPZg-5B0KylK3d4AaABAg,I  found  her    my  new  lover    I  found  her    ,1
